Sampler:TPESampler
(33, 34, 75, 9, 37, 47, 35, 83, 82), 19.0
(18, 76, 2, 53, 14, 48, 4, 95, 54), 19.0
(8, 73, 16, 57, 16, 15, 90, 39, 35), None
(59, 40, 6, 2, 11, 83, 93, 64, 9), 19.0
(41, 26, 17, 95, 95, 44, 97, 12, 82), None
(87, 49, 0, 24, 1, 20, 84, 61, 88), 17.0
(53, 5, 38, 52, 44, 33, 37, 55, 98), 17.0
(43, 44, 2, 74, 5, 49, 3, 81, 63), 16.0
(42, 99, 43, 13, 44, 18, 68, 74, 16), 18.0
(2, 29, 29, 49, 40, 42, 33, 8, 53), None
(75, 0, 81, 30, 76, 77, 53, 36, 74), 16.0
(21, 74, 70, 40, 26, 67, 2, 97, 31), 19.0
(24, 67, 97, 75, 30, 61, 20, 99, 69), 17.0
(22, 96, 59, 0, 59, 97, 18, 82, 47), None
(32, 62, 60, 67, 59, 1, 57, 88, 55), 19.0
(16, 87, 80, 33, 26, 59, 19, 71, 40), 16.0
(60, 18, 99, 18, 22, 32, 37, 44, 97), None
(30, 57, 51, 89, 57, 34, 68, 90, 24), None
(12, 82, 77, 43, 35, 53, 11, 26, 79), 18.0
(69, 31, 29, 64, 73, 74, 31, 74, 65), None
(32, 55, 69, 11, 14, 26, 44, 90, 61), 17.0
(98, 40, 12, 0, 13, 91, 76, 62, 3), 20.0
(95, 65, 60, 39, 56, 3, 60, 51, 0), None
(33, 17, 57, 8, 73, 4, 78, 81, 47), 17.0
(77, 39, 89, 69, 65, 98, 54, 69, 86), None
(94, 36, 13, 21, 10, 83, 26, 61, 19), 19.0
(46, 57, 70, 83, 90, 10, 75, 87, 0), 19.0
(53, 48, 49, 2, 53, 89, 46, 80, 39), None
(7, 19, 29, 28, 33, 62, 13, 96, 28), None
(67, 52, 69, 82, 82, 12, 73, 56, 0), None
(46, 10, 88, 17, 99, 39, 64, 67, 10), None
(39, 77, 17, 59, 18, 54, 88, 88, 11), None
(49, 43, 8, 7, 6, 72, 84, 93, 5), 16.0
(26, 34, 23, 91, 89, 47, 77, 85, 16), 17.0
(37, 68, 7, 58, 21, 24, 94, 78, 6), 19.0
(98, 37, 13, 22, 11, 84, 29, 62, 20), 17.0
(85, 24, 0, 4, 3, 92, 95, 36, 94), 17.0
(38, 90, 7, 54, 19, 25, 90, 74, 76), None
(16, 72, 23, 49, 40, 37, 83, 78, 35), 17.0
(62, 43, 38, 14, 1, 80, 8, 65, 85), 21.0
(59, 59, 39, 79, 8, 13, 74, 55, 6), None
(3, 45, 65, 67, 48, 90, 9, 93, 56), 18.0
(58, 25, 4, 12, 0, 80, 0, 65, 86), None
(92, 51, 13, 97, 11, 85, 25, 49, 14), 17.0
(88, 68, 21, 20, 25, 9, 99, 59, 5), 16.0
(81, 35, 35, 15, 13, 79, 41, 49, 71), None
(98, 42, 47, 7, 63, 71, 51, 43, 92), 18.0
(66, 30, 4, 4, 4, 66, 10, 64, 80), None
(71, 48, 11, 0, 16, 44, 4, 71, 99), None
(93, 61, 53, 25, 42, 92, 24, 59, 59), None
(27, 63, 77, 29, 26, 68, 56, 98, 30), 14.0
(36, 55, 85, 73, 34, 0, 69, 84, 3), 17.0
(45, 70, 61, 61, 50, 20, 61, 77, 83), None
(29, 39, 34, 10, 22, 27, 38, 74, 19), 16.0
(35, 46, 44, 35, 10, 86, 26, 17, 51), None
(54, 80, 8, 46, 19, 52, 95, 69, 68), 18.0
(63, 86, 18, 55, 30, 57, 6, 77, 90), 18.0
(15, 31, 1, 51, 6, 47, 17, 83, 9), 14.0
(42, 41, 5, 0, 15, 96, 80, 94, 47), 20.0
(42, 56, 11, 15, 15, 96, 81, 88, 25), None
(18, 39, 27, 5, 0, 99, 15, 1, 47), 18.0
(56, 41, 4, 0, 22, 94, 88, 94, 40), None
(48, 51, 72, 64, 80, 8, 72, 91, 2), None
(40, 65, 54, 80, 9, 17, 65, 85, 14), None
(51, 35, 15, 10, 30, 88, 78, 52, 8), 16.0
(74, 28, 75, 2, 3, 76, 86, 99, 44), 18.0
(20, 22, 93, 8, 69, 42, 92, 95, 55), 17.0
(32, 54, 64, 70, 38, 5, 47, 87, 65), 19.0
(45, 34, 20, 25, 13, 30, 34, 67, 20), None
(89, 53, 82, 88, 91, 80, 48, 86, 77), 14.0
(79, 43, 67, 14, 39, 82, 43, 80, 66), None
(23, 60, 74, 58, 23, 10, 0, 91, 35), None
(36, 65, 71, 41, 28, 22, 81, 97, 72), 19.0
(30, 48, 65, 85, 8, 6, 36, 61, 0), 16.0
(37, 76, 10, 18, 28, 24, 81, 72, 71), 18.0
(84, 74, 57, 36, 17, 1, 6, 89, 11), 16.0
(99, 37, 78, 21, 44, 65, 57, 93, 31), 18.0
(43, 71, 26, 46, 19, 88, 75, 56, 22), 15.0
(10, 45, 15, 5, 36, 95, 28, 80, 13), 15.0
(34, 58, 63, 71, 31, 14, 70, 96, 61), 14.0
(39, 65, 70, 76, 13, 20, 80, 45, 74), 17.0
(94, 68, 3, 62, 60, 91, 64, 77, 7), 17.0
(50, 32, 7, 3, 7, 84, 86, 59, 86), None
