Sampler:TPESampler
(51, 68, 14, 4, 91, 19), 20.0
(38, 38, 72, 29, 52, 93), None
(17, 86, 48, 16, 2, 94), 26.0
(30, 48, 61, 24, 89, 51), 20.0
(22, 87, 54, 45, 67, 12), 26.0
(35, 33, 46, 14, 28, 59), 27.0
(6, 53, 22, 30, 19, 84), 22.0
(35, 61, 7, 84, 44, 36), 26.0
(79, 39, 37, 8, 23, 39), None
(62, 23, 55, 39, 9, 93), 20.0
(96, 72, 99, 71, 96, 2), None
(59, 8, 0, 1, 98, 63), 22.0
(51, 70, 74, 57, 79, 26), 26.0
(71, 55, 25, 22, 78, 69), 18.0
(75, 96, 23, 99, 73, 72), 19.0
(80, 1, 29, 94, 68, 74), 18.0
(99, 6, 30, 58, 58, 73), None
(81, 20, 37, 99, 41, 78), 22.0
(70, 1, 17, 78, 63, 64), 20.0
(84, 16, 34, 61, 83, 51), 20.0
(92, 51, 11, 38, 73, 43), 17.0
(89, 51, 9, 39, 70, 40), 19.0
(68, 57, 27, 22, 75, 56), 24.0
(90, 42, 1, 37, 56, 69), 20.0
(89, 28, 18, 50, 81, 83), 20.0
(62, 64, 42, 90, 62, 44), None
(75, 79, 28, 67, 88, 84), 29.0
(93, 48, 11, 49, 49, 28), None
(69, 43, 19, 12, 67, 47), 21.0
(44, 30, 13, 31, 37, 30), None
(56, 59, 41, 47, 86, 99), 26.0
(86, 48, 8, 38, 75, 39), 21.0
(79, 53, 7, 23, 71, 19), 20.0
(93, 65, 13, 33, 53, 54), 23.0
(73, 80, 25, 97, 77, 75), 18.0
(73, 96, 32, 91, 93, 78), 26.0
(65, 77, 24, 79, 79, 63), None
(45, 90, 76, 90, 61, 91), None
(56, 81, 52, 19, 90, 68), 20.0
(84, 35, 64, 95, 67, 76), 21.0
(77, 71, 45, 81, 84, 86), 20.0
(88, 45, 20, 28, 69, 45), None
(99, 55, 3, 43, 64, 34), 25.0
(84, 52, 16, 7, 77, 59), 22.0
(20, 38, 9, 53, 72, 59), 22.0
(93, 61, 25, 43, 81, 42), 19.0
(93, 62, 23, 71, 99, 53), 27.0
(80, 75, 36, 43, 94, 88), 26.0
